,product_code,warehouse,year,month,week,date,order_demand
53,0012,Whse_C,2014,9,39,2014-09-24,1000.0
54,0012,Whse_C,2014,10,41,2014-10-10,2000.0
55,0012,Whse_C,2014,10,42,2014-10-15,1000.0
56,0012,Whse_C,2014,11,45,2014-11-03,2000.0
57,0012,Whse_C,2014,11,48,2014-11-25,1000.0
58,0012,Whse_C,2014,12,1,2014-12-31,1000.0
59,0012,Whse_C,2015,1,3,2015-01-13,1000.0
60,0012,Whse_C,2015,1,5,2015-01-26,1000.0
61,0012,Whse_C,2015,2,6,2015-02-04,1000.0
62,0012,Whse_C,2015,2,6,2015-02-05,1000.0
63,0012,Whse_C,2015,2,7,2015-02-11,5000.0
64,0012,Whse_C,2015,3,10,2015-03-02,1000.0
65,0012,Whse_C,2015,4,18,2015-04-30,4000.0
66,0012,Whse_C,2015,5,20,2015-05-13,1000.0
67,0012,Whse_C,2015,5,21,2015-05-21,4000.0
68,0012,Whse_C,2015,6,25,2015-06-19,4000.0
69,0012,Whse_C,2015,6,26,2015-06-25,1000.0
70,0012,Whse_C,2015,6,27,2015-06-29,1000.0
71,0012,Whse_C,2015,7,29,2015-07-16,1000.0
72,0012,Whse_C,2015,7,30,2015-07-23,1000.0
73,0012,Whse_C,2015,9,36,2015-09-02,1000.0
74,0012,Whse_C,2015,9,38,2015-09-16,1000.0
75,0012,Whse_C,2015,10,42,2015-10-15,1000.0
76,0012,Whse_C,2015,10,43,2015-10-20,1000.0
77,0012,Whse_C,2015,10,43,2015-10-21,2000.0
78,0012,Whse_C,2015,11,45,2015-11-04,1000.0
79,0012,Whse_C,2015,11,46,2015-11-11,2000.0
80,0012,Whse_C,2015,11,47,2015-11-19,5000.0
81,0012,Whse_C,2015,11,48,2015-11-26,5000.0
82,0012,Whse_C,2015,12,51,2015-12-14,1000.0
83,0012,Whse_C,2015,12,51,2015-12-18,1000.0
84,0012,Whse_C,2015,12,52,2015-12-24,1000.0
85,0012,Whse_C,2015,12,53,2015-12-28,2000.0
86,0012,Whse_C,2016,1,4,2016-01-27,1000.0
87,0012,Whse_C,2016,2,8,2016-02-24,2000.0
88,0012,Whse_C,2016,3,11,2016-03-18,1000.0
89,0012,Whse_C,2016,3,13,2016-03-31,1000.0
90,0012,Whse_C,2016,4,15,2016-04-11,2000.0
91,0012,Whse_C,2016,4,17,2016-04-27,1000.0
92,0012,Whse_C,2016,5,18,2016-05-05,1000.0
93,0012,Whse_C,2016,5,19,2016-05-13,1000.0
94,0012,Whse_C,2016,6,26,2016-06-30,1000.0
95,0012,Whse_C,2016,7,27,2016-07-04,2000.0
96,0012,Whse_C,2016,7,28,2016-07-14,5000.0
97,0012,Whse_C,2016,8,35,2016-08-29,5000.0
98,0012,Whse_C,2016,8,35,2016-08-31,2000.0
99,0012,Whse_C,2016,9,39,2016-09-30,1000.0
100,0012,Whse_C,2016,10,43,2016-10-25,1000.0
101,0012,Whse_C,2016,11,45,2016-11-08,1000.0
102,0012,Whse_C,2016,11,45,2016-11-09,3000.0
103,0012,Whse_C,2016,11,48,2016-11-29,1000.0
104,0012,Whse_C,2016,11,48,2016-11-30,1000.0
1090,0033,Whse_C,2012,1,1,2012-01-03,1000.0
1091,0033,Whse_C,2012,1,2,2012-01-09,1500.0
1092,0033,Whse_C,2012,1,2,2012-01-11,1000.0
1093,0033,Whse_C,2012,1,2,2012-01-12,5000.0
1094,0033,Whse_C,2012,1,3,2012-01-16,500.0
1095,0033,Whse_C,2012,1,3,2012-01-20,6000.0
1096,0033,Whse_C,2012,1,5,2012-01-31,1000.0
1097,0033,Whse_C,2012,2,5,2012-02-03,10500.0
1098,0033,Whse_C,2012,2,7,2012-02-15,4000.0
1099,0033,Whse_C,2012,2,8,2012-02-22,10000.0
1100,0033,Whse_C,2012,2,9,2012-02-27,55000.0
1101,0033,Whse_C,2012,2,9,2012-02-29,2000.0
1102,0033,Whse_C,2012,3,11,2012-03-12,2000.0
1103,0033,Whse_C,2012,3,12,2012-03-19,7000.0
1104,0033,Whse_C,2012,3,12,2012-03-20,2000.0
1105,0033,Whse_C,2012,3,12,2012-03-22,1000.0
1106,0033,Whse_C,2012,4,14,2012-04-05,7000.0
1107,0033,Whse_C,2012,4,15,2012-04-09,500.0
1108,0033,Whse_C,2012,4,15,2012-04-13,2000.0
1109,0033,Whse_C,2012,4,16,2012-04-19,1000.0
1110,0033,Whse_C,2012,5,18,2012-05-04,2000.0
1111,0033,Whse_C,2012,5,21,2012-05-23,2000.0
1112,0033,Whse_C,2012,5,22,2012-05-28,6000.0
1113,0033,Whse_C,2012,5,22,2012-05-30,8000.0
1114,0033,Whse_C,2012,6,24,2012-06-11,2000.0
1115,0033,Whse_C,2012,6,25,2012-06-18,4000.0
1116,0033,Whse_C,2012,6,25,2012-06-20,3000.0
1117,0033,Whse_C,2012,6,26,2012-06-28,500.0
1118,0033,Whse_C,2012,7,27,2012-07-03,1500.0
1119,0033,Whse_C,2012,7,28,2012-07-09,7000.0
1120,0033,Whse_C,2012,7,28,2012-07-11,5500.0
1121,0033,Whse_C,2012,7,29,2012-07-16,2500.0
1122,0033,Whse_C,2012,7,29,2012-07-18,1000.0
1123,0033,Whse_C,2012,7,29,2012-07-20,2000.0
1124,0033,Whse_C,2012,7,30,2012-07-27,2000.0
1125,0033,Whse_C,2012,7,31,2012-07-30,500.0
1126,0033,Whse_C,2012,8,32,2012-08-06,500.0
1127,0033,Whse_C,2012,8,32,2012-08-07,5000.0
1128,0033,Whse_C,2012,8,33,2012-08-13,1500.0
1129,0033,Whse_C,2012,8,33,2012-08-15,10000.0
1130,0033,Whse_C,2012,8,33,2012-08-16,4000.0
1131,0033,Whse_C,2012,8,34,2012-08-24,3000.0
1132,0033,Whse_C,2012,8,35,2012-08-28,3000.0
1133,0033,Whse_C,2012,9,36,2012-09-05,8000.0
1134,0033,Whse_C,2012,9,38,2012-09-17,1000.0
1135,0033,Whse_C,2012,9,38,2012-09-18,2500.0
1136,0033,Whse_C,2012,9,39,2012-09-27,5500.0
1137,0033,Whse_C,2012,9,39,2012-09-28,6000.0
1138,0033,Whse_C,2012,10,41,2012-10-08,3000.0
1139,0033,Whse_C,2012,10,42,2012-10-16,1000.0
1140,0033,Whse_C,2012,10,43,2012-10-24,1000.0
1141,0033,Whse_C,2012,10,44,2012-10-30,6000.0
1142,0033,Whse_C,2012,11,45,2012-11-05,500.0
1143,0033,Whse_C,2012,11,47,2012-11-23,10000.0
1145,0033,Whse_C,2012,12,49,2012-12-03,10000.0
1146,0033,Whse_C,2012,12,50,2012-12-10,9000.0
1147,0033,Whse_C,2012,12,51,2012-12-19,2000.0
1148,0033,Whse_C,2012,12,52,2012-12-28,6000.0
1144,0033,Whse_C,2012,12,1,2012-12-31,500.0
1149,0033,Whse_C,2013,1,2,2013-01-07,10000.0
1150,0033,Whse_C,2013,1,3,2013-01-17,1000.0
1151,0033,Whse_C,2013,2,5,2013-02-01,1000.0
1152,0033,Whse_C,2013,2,6,2013-02-04,10000.0
1153,0033,Whse_C,2013,2,6,2013-02-06,1000.0
1154,0033,Whse_C,2013,2,6,2013-02-07,10000.0
1155,0033,Whse_C,2013,2,6,2013-02-08,2000.0
1156,0033,Whse_C,2013,2,9,2013-02-25,6000.0
1157,0033,Whse_C,2013,3,10,2013-03-04,1000.0
1158,0033,Whse_C,2013,3,11,2013-03-11,1500.0
1159,0033,Whse_C,2013,3,11,2013-03-15,500.0
1160,0033,Whse_C,2013,3,12,2013-03-20,1500.0
1161,0033,Whse_C,2013,3,13,2013-03-25,11000.0
1162,0033,Whse_C,2013,4,14,2013-04-03,1500.0
1163,0033,Whse_C,2013,4,15,2013-04-09,5000.0
1164,0033,Whse_C,2013,4,16,2013-04-15,500.0
1165,0033,Whse_C,2013,4,17,2013-04-22,1000.0
1166,0033,Whse_C,2013,4,17,2013-04-26,500.0
1167,0033,Whse_C,2013,5,19,2013-05-07,10500.0
1168,0033,Whse_C,2013,5,19,2013-05-08,1000.0
1169,0033,Whse_C,2013,5,19,2013-05-09,5000.0
1170,0033,Whse_C,2013,5,20,2013-05-13,500.0
1171,0033,Whse_C,2013,5,20,2013-05-15,22000.0
1172,0033,Whse_C,2013,5,20,2013-05-17,2000.0
1173,0033,Whse_C,2013,5,21,2013-05-24,1000.0
1174,0033,Whse_C,2013,5,22,2013-05-30,1000.0
1175,0033,Whse_C,2013,6,23,2013-06-07,4000.0
1176,0033,Whse_C,2013,6,25,2013-06-17,2000.0
1177,0033,Whse_C,2013,6,25,2013-06-18,500.0
1178,0033,Whse_C,2013,6,26,2013-06-24,5000.0
1179,0033,Whse_C,2013,7,27,2013-07-02,11500.0
1180,0033,Whse_C,2013,7,28,2013-07-10,4000.0
1181,0033,Whse_C,2013,7,30,2013-07-26,4000.0
1182,0033,Whse_C,2013,7,31,2013-07-31,3000.0
1183,0033,Whse_C,2013,8,31,2013-08-02,1500.0
1184,0033,Whse_C,2013,8,32,2013-08-09,1000.0
1185,0033,Whse_C,2013,8,33,2013-08-13,5500.0
1186,0033,Whse_C,2013,8,33,2013-08-16,1500.0
1187,0033,Whse_C,2013,8,35,2013-08-27,3000.0
1188,0033,Whse_C,2013,9,37,2013-09-09,18500.0
1189,0033,Whse_C,2013,9,37,2013-09-11,1500.0
1190,0033,Whse_C,2013,9,37,2013-09-13,4000.0
1191,0033,Whse_C,2013,9,38,2013-09-20,5000.0
1192,0033,Whse_C,2013,9,39,2013-09-23,10000.0
1193,0033,Whse_C,2013,9,39,2013-09-25,3000.0
1194,0033,Whse_C,2013,9,39,2013-09-27,500.0
1195,0033,Whse_C,2013,9,40,2013-09-30,10500.0
1196,0033,Whse_C,2013,10,41,2013-10-08,500.0
1197,0033,Whse_C,2013,10,42,2013-10-18,1500.0
1198,0033,Whse_C,2013,10,43,2013-10-23,4000.0
1199,0033,Whse_C,2013,11,45,2013-11-04,8000.0
1200,0033,Whse_C,2013,11,45,2013-11-07,1000.0
1201,0033,Whse_C,2013,11,46,2013-11-14,5000.0
1202,0033,Whse_C,2013,11,47,2013-11-20,2000.0
1203,0033,Whse_C,2013,11,48,2013-11-25,1000.0
1204,0033,Whse_C,2013,11,48,2013-11-29,500.0
1206,0033,Whse_C,2013,12,49,2013-12-06,500.0
1207,0033,Whse_C,2013,12,50,2013-12-12,2000.0
1208,0033,Whse_C,2013,12,50,2013-12-13,6000.0
1209,0033,Whse_C,2013,12,51,2013-12-16,12500.0
1205,0033,Whse_C,2013,12,1,2013-12-30,500.0
1210,0033,Whse_C,2014,1,1,2014-01-02,17000.0
1211,0033,Whse_C,2014,1,2,2014-01-06,4000.0
1212,0033,Whse_C,2014,1,3,2014-01-15,5000.0
1213,0033,Whse_C,2014,1,3,2014-01-17,10000.0
1214,0033,Whse_C,2014,1,4,2014-01-23,4500.0
1215,0033,Whse_C,2014,2,7,2014-02-10,500.0
1216,0033,Whse_C,2014,2,7,2014-02-13,20000.0
1217,0033,Whse_C,2014,2,8,2014-02-17,1500.0
1218,0033,Whse_C,2014,2,8,2014-02-19,1000.0
1219,0033,Whse_C,2014,3,10,2014-03-04,2000.0
1220,0033,Whse_C,2014,3,10,2014-03-05,20000.0
1221,0033,Whse_C,2014,3,10,2014-03-06,1000.0
1222,0033,Whse_C,2014,3,12,2014-03-20,2000.0
1223,0033,Whse_C,2014,3,13,2014-03-27,3000.0
1224,0033,Whse_C,2014,4,16,2014-04-14,3000.0
1225,0033,Whse_C,2014,4,16,2014-04-16,3000.0
1226,0033,Whse_C,2014,4,17,2014-04-24,5000.0
1227,0033,Whse_C,2014,4,18,2014-04-29,10000.0
1228,0033,Whse_C,2014,4,18,2014-04-30,3000.0
1229,0033,Whse_C,2014,5,19,2014-05-09,1000.0
1230,0033,Whse_C,2014,5,22,2014-05-26,6500.0
1231,0033,Whse_C,2014,5,22,2014-05-27,6000.0
1232,0033,Whse_C,2014,6,23,2014-06-03,500.0
1233,0033,Whse_C,2014,6,23,2014-06-05,1000.0
1234,0033,Whse_C,2014,6,25,2014-06-19,5000.0
1235,0033,Whse_C,2014,6,26,2014-06-24,3000.0
1236,0033,Whse_C,2014,6,26,2014-06-26,4500.0
1237,0033,Whse_C,2014,6,27,2014-06-30,5000.0
1238,0033,Whse_C,2014,7,28,2014-07-10,11500.0
1239,0033,Whse_C,2014,7,31,2014-07-29,10000.0
1240,0033,Whse_C,2014,8,32,2014-08-08,2000.0
1241,0033,Whse_C,2014,8,33,2014-08-12,500.0
1242,0033,Whse_C,2014,8,34,2014-08-21,7000.0
1243,0033,Whse_C,2014,8,35,2014-08-26,2500.0
1244,0033,Whse_C,2014,8,35,2014-08-27,1000.0
1245,0033,Whse_C,2014,9,36,2014-09-01,3000.0
1246,0033,Whse_C,2014,9,36,2014-09-04,6000.0
1247,0033,Whse_C,2014,9,36,2014-09-05,1500.0
1248,0033,Whse_C,2014,9,38,2014-09-16,13500.0
1249,0033,Whse_C,2014,10,42,2014-10-17,5000.0
1250,0033,Whse_C,2014,10,43,2014-10-20,11000.0
1251,0033,Whse_C,2014,10,43,2014-10-23,5000.0
1252,0033,Whse_C,2014,11,48,2014-11-25,3000.0
1253,0033,Whse_C,2014,11,48,2014-11-26,2000.0
1256,0033,Whse_C,2014,12,49,2014-12-04,5500.0
1257,0033,Whse_C,2014,12,50,2014-12-08,10000.0
1258,0033,Whse_C,2014,12,50,2014-12-12,3000.0
1259,0033,Whse_C,2014,12,51,2014-12-16,8000.0
1260,0033,Whse_C,2014,12,52,2014-12-24,3000.0
1254,0033,Whse_C,2014,12,1,2014-12-29,10000.0
1255,0033,Whse_C,2014,12,1,2014-12-31,5000.0
1261,0033,Whse_C,2015,1,2,2015-01-06,1000.0
1262,0033,Whse_C,2015,1,2,2015-01-07,3000.0
1263,0033,Whse_C,2015,1,4,2015-01-21,1000.0
1264,0033,Whse_C,2015,1,5,2015-01-26,500.0
1265,0033,Whse_C,2015,1,5,2015-01-30,5000.0
1266,0033,Whse_C,2015,2,6,2015-02-06,3000.0
1267,0033,Whse_C,2015,2,7,2015-02-10,3000.0
1268,0033,Whse_C,2015,2,7,2015-02-11,5000.0
1269,0033,Whse_C,2015,3,10,2015-03-06,2000.0
1270,0033,Whse_C,2015,3,11,2015-03-11,6500.0
1271,0033,Whse_C,2015,3,12,2015-03-19,1000.0
1272,0033,Whse_C,2015,3,12,2015-03-20,4000.0
1273,0033,Whse_C,2015,3,13,2015-03-23,4500.0
1274,0033,Whse_C,2015,4,15,2015-04-10,2000.0
1275,0033,Whse_C,2015,4,17,2015-04-22,4000.0
1276,0033,Whse_C,2015,4,17,2015-04-23,8000.0
1277,0033,Whse_C,2015,5,19,2015-05-07,1500.0
1278,0033,Whse_C,2015,6,23,2015-06-05,1000.0
1279,0033,Whse_C,2015,7,29,2015-07-15,2000.0
1280,0033,Whse_C,2015,7,29,2015-07-16,10000.0
1281,0033,Whse_C,2015,7,30,2015-07-22,9000.0
1282,0033,Whse_C,2015,7,31,2015-07-28,3000.0
1283,0033,Whse_C,2015,7,31,2015-07-30,10000.0
1284,0033,Whse_C,2015,8,32,2015-08-04,500.0
1285,0033,Whse_C,2015,8,33,2015-08-11,8000.0
1286,0033,Whse_C,2015,8,33,2015-08-14,3000.0
1287,0033,Whse_C,2015,8,34,2015-08-21,3000.0
1288,0033,Whse_C,2015,8,35,2015-08-28,2000.0
1289,0033,Whse_C,2015,8,36,2015-08-31,2000.0
1290,0033,Whse_C,2015,9,37,2015-09-09,1000.0
1291,0033,Whse_C,2015,9,38,2015-09-16,500.0
1292,0033,Whse_C,2015,9,38,2015-09-18,5000.0
1293,0033,Whse_C,2015,9,39,2015-09-24,3000.0
1294,0033,Whse_C,2015,10,44,2015-10-27,500.0
1295,0033,Whse_C,2015,10,44,2015-10-28,1000.0
1296,0033,Whse_C,2015,11,46,2015-11-09,10000.0
1297,0033,Whse_C,2015,11,48,2015-11-23,7000.0
1298,0033,Whse_C,2015,12,53,2015-12-28,1000.0
1299,0033,Whse_C,2016,1,1,2016-01-04,12500.0
1300,0033,Whse_C,2016,1,3,2016-01-18,500.0
1301,0033,Whse_C,2016,1,3,2016-01-20,13000.0
1302,0033,Whse_C,2016,1,4,2016-01-27,18000.0
1303,0033,Whse_C,2016,2,8,2016-02-23,10000.0
1304,0033,Whse_C,2016,2,8,2016-02-26,4000.0
1305,0033,Whse_C,2016,3,11,2016-03-17,7500.0
1306,0033,Whse_C,2016,3,11,2016-03-18,1500.0
1307,0033,Whse_C,2016,3,12,2016-03-24,1000.0
1308,0033,Whse_C,2016,4,13,2016-04-01,2000.0
1309,0033,Whse_C,2016,4,14,2016-04-07,1000.0
1310,0033,Whse_C,2016,4,14,2016-04-08,5000.0
1311,0033,Whse_C,2016,4,16,2016-04-18,79000.0
1312,0033,Whse_C,2016,4,17,2016-04-27,3500.0
1313,0033,Whse_C,2016,4,17,2016-04-29,500.0
1314,0033,Whse_C,2016,5,18,2016-05-05,2000.0
1315,0033,Whse_C,2016,5,18,2016-05-06,2000.0
1316,0033,Whse_C,2016,5,19,2016-05-13,500.0
1317,0033,Whse_C,2016,5,21,2016-05-23,5000.0
1318,0033,Whse_C,2016,5,21,2016-05-27,500.0
1319,0033,Whse_C,2016,6,22,2016-06-01,500.0
1320,0033,Whse_C,2016,6,23,2016-06-08,10000.0
1321,0033,Whse_C,2016,6,23,2016-06-10,500.0
1322,0033,Whse_C,2016,6,25,2016-06-20,500.0
1323,0033,Whse_C,2016,6,25,2016-06-21,1500.0
1324,0033,Whse_C,2016,6,26,2016-06-27,3500.0
1325,0033,Whse_C,2016,6,26,2016-06-30,3500.0
1326,0033,Whse_C,2016,7,27,2016-07-04,500.0
1327,0033,Whse_C,2016,7,28,2016-07-12,500.0
1328,0033,Whse_C,2016,8,31,2016-08-05,1500.0
1329,0033,Whse_C,2016,8,32,2016-08-08,1500.0
1330,0033,Whse_C,2016,8,32,2016-08-11,16000.0
1331,0033,Whse_C,2016,8,33,2016-08-18,12000.0
1332,0033,Whse_C,2016,8,35,2016-08-31,3000.0
1333,0033,Whse_C,2016,9,36,2016-09-05,1500.0
1334,0033,Whse_C,2016,9,36,2016-09-06,3000.0
1335,0033,Whse_C,2016,9,37,2016-09-12,3000.0
1336,0033,Whse_C,2016,9,37,2016-09-13,500.0
1337,0033,Whse_C,2016,9,38,2016-09-21,1000.0
1338,0033,Whse_C,2016,9,39,2016-09-30,3000.0
1339,0033,Whse_C,2016,10,41,2016-10-14,20000.0
1340,0033,Whse_C,2016,10,43,2016-10-27,2500.0
1341,0033,Whse_C,2016,10,43,2016-10-28,10000.0
1342,0033,Whse_C,2016,11,44,2016-11-01,500.0
1343,0033,Whse_C,2016,11,44,2016-11-04,3000.0
1344,0033,Whse_C,2016,11,45,2016-11-08,2500.0
1345,0033,Whse_C,2016,11,45,2016-11-09,500.0
1346,0033,Whse_C,2016,11,45,2016-11-11,500.0
1347,0033,Whse_C,2016,11,46,2016-11-15,5000.0
1348,0033,Whse_C,2016,11,47,2016-11-23,5500.0
1349,0033,Whse_C,2016,12,50,2016-12-12,6000.0
1350,0033,Whse_C,2016,12,50,2016-12-14,1000.0
1351,0033,Whse_C,2016,12,51,2016-12-19,3000.0
3155,0036,Whse_C,2012,3,10,2012-03-07,500.0
3156,0036,Whse_C,2012,4,17,2012-04-25,500.0
3157,0036,Whse_C,2012,5,21,2012-05-24,1000.0
3158,0036,Whse_C,2012,6,24,2012-06-14,500.0
3159,0036,Whse_C,2012,7,29,2012-07-18,500.0
3160,0036,Whse_C,2012,7,30,2012-07-27,2000.0
3161,0036,Whse_C,2012,10,43,2012-10-24,500.0
3162,0036,Whse_C,2013,2,6,2013-02-05,500.0
3163,0036,Whse_C,2013,3,13,2013-03-29,1000.0
3164,0036,Whse_C,2013,9,40,2013-09-30,1000.0
3165,0036,Whse_C,2014,2,9,2014-02-26,5000.0
3166,0036,Whse_C,2014,4,16,2014-04-14,1000.0
3167,0036,Whse_C,2014,6,23,2014-06-05,1000.0
3168,0036,Whse_C,2014,7,29,2014-07-15,500.0
3169,0036,Whse_C,2014,10,43,2014-10-21,2000.0
3170,0036,Whse_C,2014,10,44,2014-10-28,2000.0
3171,0036,Whse_C,2014,12,49,2014-12-03,500.0
3172,0036,Whse_C,2014,12,49,2014-12-04,1500.0
3173,0036,Whse_C,2014,12,51,2014-12-17,500.0
3174,0036,Whse_C,2015,2,7,2015-02-09,3500.0
3175,0036,Whse_C,2015,3,13,2015-03-27,500.0
3176,0036,Whse_C,2015,5,20,2015-05-13,1000.0
3177,0036,Whse_C,2015,7,31,2015-07-28,500.0
3178,0036,Whse_C,2015,8,33,2015-08-12,1000.0
3179,0036,Whse_C,2015,9,39,2015-09-24,1000.0
3180,0036,Whse_C,2015,11,47,2015-11-16,2000.0
3181,0036,Whse_C,2015,12,50,2015-12-09,3000.0
3182,0036,Whse_C,2016,1,2,2016-01-15,500.0
3183,0036,Whse_C,2016,1,4,2016-01-27,1000.0
3184,0036,Whse_C,2016,5,19,2016-05-12,1000.0
3185,0036,Whse_C,2016,6,23,2016-06-06,1000.0
3186,0036,Whse_C,2016,6,23,2016-06-08,500.0
3187,0036,Whse_C,2016,6,25,2016-06-21,1000.0
3188,0036,Whse_C,2016,6,26,2016-06-27,1000.0
3189,0036,Whse_C,2016,7,28,2016-07-12,1000.0
3190,0036,Whse_C,2016,9,36,2016-09-08,1000.0
3191,0036,Whse_C,2016,10,41,2016-10-10,1500.0
3192,0036,Whse_C,2016,10,43,2016-10-26,500.0
3193,0036,Whse_C,2016,11,45,2016-11-11,500.0
3194,0036,Whse_C,2016,12,49,2016-12-05,500.0
3195,0036,Whse_C,2016,12,49,2016-12-07,500.0
3196,0036,Whse_C,2016,12,50,2016-12-15,1000.0
3800,0038,Whse_C,2012,1,3,2012-01-16,500.0
3801,0038,Whse_C,2012,1,3,2012-01-20,500.0
3802,0038,Whse_C,2012,2,5,2012-02-03,2000.0
3803,0038,Whse_C,2012,2,8,2012-02-24,500.0
3804,0038,Whse_C,2012,3,10,2012-03-06,2000.0
3805,0038,Whse_C,2012,4,16,2012-04-20,500.0
3806,0038,Whse_C,2012,6,23,2012-06-08,500.0
3807,0038,Whse_C,2012,6,25,2012-06-22,500.0
3808,0038,Whse_C,2012,7,29,2012-07-20,500.0
3809,0038,Whse_C,2012,8,34,2012-08-23,500.0
3810,0038,Whse_C,2012,8,35,2012-08-29,500.0
3811,0038,Whse_C,2012,10,41,2012-10-08,2000.0
3812,0038,Whse_C,2012,10,43,2012-10-24,500.0
3813,0038,Whse_C,2012,11,47,2012-11-19,5000.0
3814,0038,Whse_C,2012,12,50,2012-12-10,7000.0
3815,0038,Whse_C,2012,12,50,2012-12-13,1000.0
3816,0038,Whse_C,2013,1,3,2013-01-14,1000.0
3817,0038,Whse_C,2013,1,3,2013-01-16,500.0
3818,0038,Whse_C,2013,2,5,2013-02-01,1000.0
3819,0038,Whse_C,2013,3,11,2013-03-11,1000.0
3820,0038,Whse_C,2013,4,16,2013-04-19,1000.0
3821,0038,Whse_C,2013,6,24,2013-06-14,3000.0
3822,0038,Whse_C,2013,6,25,2013-06-21,1000.0
3823,0038,Whse_C,2013,7,28,2013-07-10,2000.0
3824,0038,Whse_C,2013,7,29,2013-07-15,2000.0
3825,0038,Whse_C,2013,7,31,2013-07-31,1000.0
3826,0038,Whse_C,2013,8,35,2013-08-29,3000.0
3827,0038,Whse_C,2013,9,36,2013-09-04,5000.0
3828,0038,Whse_C,2013,9,38,2013-09-20,2000.0
3829,0038,Whse_C,2013,10,42,2013-10-17,10000.0
3830,0038,Whse_C,2013,11,44,2013-11-01,500.0
3831,0038,Whse_C,2013,11,46,2013-11-12,3000.0
3832,0038,Whse_C,2013,11,47,2013-11-19,2000.0
3833,0038,Whse_C,2013,12,51,2013-12-18,3000.0
3834,0038,Whse_C,2014,1,4,2014-01-22,8000.0
3835,0038,Whse_C,2014,2,7,2014-02-14,4000.0
3836,0038,Whse_C,2014,2,9,2014-02-24,4000.0
3837,0038,Whse_C,2014,3,13,2014-03-28,1000.0
3838,0038,Whse_C,2014,4,14,2014-04-02,3000.0
3839,0038,Whse_C,2014,4,15,2014-04-08,2000.0
3840,0038,Whse_C,2014,5,22,2014-05-28,3000.0
3841,0038,Whse_C,2014,6,25,2014-06-20,4000.0
3842,0038,Whse_C,2014,7,29,2014-07-14,7000.0
3843,0038,Whse_C,2014,7,29,2014-07-17,2000.0
3844,0038,Whse_C,2014,8,32,2014-08-08,500.0
3845,0038,Whse_C,2014,8,35,2014-08-27,3000.0
