warehouse,product_code,year,month,week,date,order_demand
Whse_C,Product_1465,2012,1,1,2012-01-05,24000.0
Whse_C,Product_1466,2012,1,1,2012-01-05,50000.0
Whse_C,Product_1570,2012,1,1,2012-01-05,2000.0
Whse_C,Product_1643,2012,1,1,2012-01-05,500.0
Whse_C,Product_1794,2012,1,1,2012-01-05,5.0
Whse_C,Product_1886,2012,1,1,2012-01-05,1600.0
Whse_C,Product_1904,2012,1,1,2012-01-05,42000.0
Whse_C,Product_1967,2012,1,1,2012-01-05,11000.0
Whse_C,Product_1991,2012,1,1,2012-01-05,100.0
Whse_C,Product_2138,2012,1,1,2012-01-05,300.0
Whse_C,Product_2165,2012,1,1,2012-01-05,10.0
Whse_C,Product_2167,2012,1,1,2012-01-05,30.0
Whse_C,Product_0083,2012,1,1,2012-01-06,10000.0
Whse_C,Product_0206,2012,1,1,2012-01-06,1500.0
Whse_C,Product_0312,2012,1,1,2012-01-06,8.0
Whse_C,Product_0349,2012,1,1,2012-01-06,59.0
Whse_C,Product_0453,2012,1,1,2012-01-06,20.0
Whse_C,Product_0458,2012,1,1,2012-01-06,34.0
Whse_C,Product_0550,2012,1,1,2012-01-06,1000.0
Whse_C,Product_0961,2012,1,1,2012-01-06,600.0
Whse_C,Product_1263,2012,1,1,2012-01-06,1000.0
Whse_C,Product_1342,2012,1,1,2012-01-06,1000.0
Whse_C,Product_1356,2012,1,1,2012-01-06,2000.0
Whse_C,Product_1407,2012,1,1,2012-01-06,37000.0
Whse_C,Product_2138,2012,1,1,2012-01-06,500.0
Whse_C,Product_2165,2012,1,1,2012-01-06,11.0
Whse_C,Product_2166,2012,1,1,2012-01-06,9.0
Whse_C,Product_2167,2012,1,1,2012-01-06,205.0
Whse_C,Product_0008,2012,1,2,2012-01-09,1000.0
Whse_C,Product_0021,2012,1,2,2012-01-09,3000.0
Whse_C,Product_0033,2012,1,2,2012-01-09,1500.0
Whse_C,Product_0071,2012,1,2,2012-01-09,109000.0
Whse_C,Product_0620,2012,1,2,2012-01-09,3.0
Whse_C,Product_0639,2012,1,2,2012-01-09,15.0
Whse_C,Product_0642,2012,1,2,2012-01-09,8.0
Whse_C,Product_0877,2012,1,2,2012-01-09,50.0
Whse_C,Product_1010,2012,1,2,2012-01-09,5000.0
Whse_C,Product_1135,2012,1,2,2012-01-09,40000.0
Whse_C,Product_1238,2012,1,2,2012-01-09,5250.0
Whse_C,Product_1278,2012,1,2,2012-01-09,5000.0
Whse_C,Product_1281,2012,1,2,2012-01-09,21000.0
Whse_C,Product_1342,2012,1,2,2012-01-09,50000.0
Whse_C,Product_1350,2012,1,2,2012-01-09,10000.0
Whse_C,Product_1355,2012,1,2,2012-01-09,4000.0
Whse_C,Product_1403,2012,1,2,2012-01-09,11000.0
Whse_C,Product_1432,2012,1,2,2012-01-09,2000.0
Whse_C,Product_1439,2012,1,2,2012-01-09,5000.0
Whse_C,Product_1450,2012,1,2,2012-01-09,6000.0
Whse_C,Product_1468,2012,1,2,2012-01-09,10000.0
Whse_C,Product_1485,2012,1,2,2012-01-09,10000.0
Whse_C,Product_1507,2012,1,2,2012-01-09,15000.0
Whse_C,Product_1528,2012,1,2,2012-01-09,1000.0
Whse_C,Product_1568,2012,1,2,2012-01-09,3000.0
Whse_C,Product_1601,2012,1,2,2012-01-09,1000.0
Whse_C,Product_2021,2012,1,2,2012-01-09,2200.0
Whse_C,Product_2170,2012,1,2,2012-01-09,3.0
Whse_C,Product_0194,2012,1,2,2012-01-10,250.0
Whse_C,Product_0202,2012,1,2,2012-01-10,35.0
Whse_C,Product_0312,2012,1,2,2012-01-10,1.0
Whse_C,Product_0349,2012,1,2,2012-01-10,9.0
Whse_C,Product_0368,2012,1,2,2012-01-10,500.0
Whse_C,Product_1195,2012,1,2,2012-01-10,31000.0
Whse_C,Product_1198,2012,1,2,2012-01-10,10000.0
Whse_C,Product_1247,2012,1,2,2012-01-10,35000.0
Whse_C,Product_1264,2012,1,2,2012-01-10,58000.0
Whse_C,Product_1270,2012,1,2,2012-01-10,14000.0
Whse_C,Product_1281,2012,1,2,2012-01-10,7000.0
Whse_C,Product_1298,2012,1,2,2012-01-10,5000.0
Whse_C,Product_1342,2012,1,2,2012-01-10,3000.0
Whse_C,Product_1350,2012,1,2,2012-01-10,1000.0
Whse_C,Product_1403,2012,1,2,2012-01-10,10000.0
Whse_C,Product_1407,2012,1,2,2012-01-10,6000.0
Whse_C,Product_1439,2012,1,2,2012-01-10,3000.0
Whse_C,Product_1450,2012,1,2,2012-01-10,7000.0
Whse_C,Product_1480,2012,1,2,2012-01-10,10000.0
Whse_C,Product_1502,2012,1,2,2012-01-10,1000.0
Whse_C,Product_1512,2012,1,2,2012-01-10,2800.0
Whse_C,Product_1528,2012,1,2,2012-01-10,4000.0
Whse_C,Product_1570,2012,1,2,2012-01-10,10000.0
Whse_C,Product_1581,2012,1,2,2012-01-10,2000.0
Whse_C,Product_1593,2012,1,2,2012-01-10,1000.0
Whse_C,Product_1600,2012,1,2,2012-01-10,2000.0
Whse_C,Product_2138,2012,1,2,2012-01-10,320.0
Whse_C,Product_2170,2012,1,2,2012-01-10,1.0
Whse_C,Product_0033,2012,1,2,2012-01-11,1000.0
Whse_C,Product_0191,2012,1,2,2012-01-11,1000.0
Whse_C,Product_0194,2012,1,2,2012-01-11,700.0
Whse_C,Product_0195,2012,1,2,2012-01-11,700.0
Whse_C,Product_0200,2012,1,2,2012-01-11,1072.0
Whse_C,Product_0304,2012,1,2,2012-01-11,12.0
Whse_C,Product_0342,2012,1,2,2012-01-11,8.0
Whse_C,Product_0491,2012,1,2,2012-01-11,20.0
Whse_C,Product_0495,2012,1,2,2012-01-11,8.0
Whse_C,Product_0620,2012,1,2,2012-01-11,10.0
Whse_C,Product_0622,2012,1,2,2012-01-11,2.0
Whse_C,Product_1166,2012,1,2,2012-01-11,55000.0
Whse_C,Product_1241,2012,1,2,2012-01-11,10000.0
Whse_C,Product_1245,2012,1,2,2012-01-11,60000.0
Whse_C,Product_1264,2012,1,2,2012-01-11,8000.0
Whse_C,Product_1270,2012,1,2,2012-01-11,1000.0
Whse_C,Product_1341,2012,1,2,2012-01-11,5000.0
Whse_C,Product_1404,2012,1,2,2012-01-11,2000.0
Whse_C,Product_1432,2012,1,2,2012-01-11,50000.0
Whse_C,Product_1502,2012,1,2,2012-01-11,25000.0
Whse_C,Product_1548,2012,1,2,2012-01-11,11000.0
Whse_C,Product_2015,2012,1,2,2012-01-11,2000.0
Whse_C,Product_2165,2012,1,2,2012-01-11,10.0
Whse_C,Product_2166,2012,1,2,2012-01-11,40.0
Whse_C,Product_0033,2012,1,2,2012-01-12,5000.0
Whse_C,Product_0202,2012,1,2,2012-01-12,50.0
Whse_C,Product_0312,2012,1,2,2012-01-12,5.0
Whse_C,Product_0958,2012,1,2,2012-01-12,1000.0
Whse_C,Product_1010,2012,1,2,2012-01-12,1000.0
Whse_C,Product_1355,2012,1,2,2012-01-12,90000.0
Whse_C,Product_1403,2012,1,2,2012-01-12,1000.0
Whse_C,Product_1570,2012,1,2,2012-01-12,8000.0
Whse_C,Product_1823,2012,1,2,2012-01-12,45000.0
Whse_C,Product_1835,2012,1,2,2012-01-12,15000.0
Whse_C,Product_0021,2012,1,2,2012-01-13,2000.0
Whse_C,Product_0191,2012,1,2,2012-01-13,500.0
Whse_C,Product_0202,2012,1,2,2012-01-13,1400.0
Whse_C,Product_0349,2012,1,2,2012-01-13,300.0
Whse_C,Product_0610,2012,1,2,2012-01-13,359.0
Whse_C,Product_0622,2012,1,2,2012-01-13,198.0
Whse_C,Product_1350,2012,1,2,2012-01-13,2000.0
Whse_C,Product_1403,2012,1,2,2012-01-13,28000.0
Whse_C,Product_1601,2012,1,2,2012-01-13,1000.0
Whse_C,Product_1904,2012,1,2,2012-01-13,4000.0
Whse_C,Product_2138,2012,1,2,2012-01-13,300.0
Whse_C,Product_2170,2012,1,2,2012-01-13,1.0
Whse_C,Product_0033,2012,1,3,2012-01-16,500.0
Whse_C,Product_0038,2012,1,3,2012-01-16,500.0
Whse_C,Product_0094,2012,1,3,2012-01-16,22000.0
Whse_C,Product_0193,2012,1,3,2012-01-16,3500.0
Whse_C,Product_0194,2012,1,3,2012-01-16,500.0
Whse_C,Product_0202,2012,1,3,2012-01-16,672.0
Whse_C,Product_0226,2012,1,3,2012-01-16,312.0
Whse_C,Product_0349,2012,1,3,2012-01-16,200.0
Whse_C,Product_0463,2012,1,3,2012-01-16,200.0
Whse_C,Product_0615,2012,1,3,2012-01-16,1.0
Whse_C,Product_0622,2012,1,3,2012-01-16,300.0
Whse_C,Product_0642,2012,1,3,2012-01-16,3.0
Whse_C,Product_1247,2012,1,3,2012-01-16,12000.0
Whse_C,Product_1264,2012,1,3,2012-01-16,25000.0
Whse_C,Product_1278,2012,1,3,2012-01-16,20000.0
Whse_C,Product_1281,2012,1,3,2012-01-16,32000.0
Whse_C,Product_1403,2012,1,3,2012-01-16,15000.0
Whse_C,Product_1431,2012,1,3,2012-01-16,40000.0
Whse_C,Product_1439,2012,1,3,2012-01-16,10000.0
Whse_C,Product_1465,2012,1,3,2012-01-16,5000.0
Whse_C,Product_1485,2012,1,3,2012-01-16,8000.0
Whse_C,Product_1592,2012,1,3,2012-01-16,200.0
Whse_C,Product_1599,2012,1,3,2012-01-16,200.0
Whse_C,Product_2003,2012,1,3,2012-01-16,100.0
Whse_C,Product_2167,2012,1,3,2012-01-16,300.0
Whse_C,Product_0617,2012,1,3,2012-01-17,2.0
Whse_C,Product_0642,2012,1,3,2012-01-17,20.0
Whse_C,Product_1270,2012,1,3,2012-01-17,2000.0
Whse_C,Product_1439,2012,1,3,2012-01-17,2000.0
Whse_C,Product_1587,2012,1,3,2012-01-17,1000.0
Whse_C,Product_2019,2012,1,3,2012-01-17,13100.0
Whse_C,Product_0083,2012,1,3,2012-01-18,40000.0
Whse_C,Product_1245,2012,1,3,2012-01-18,2000.0
Whse_C,Product_1403,2012,1,3,2012-01-18,14000.0
Whse_C,Product_1766,2012,1,3,2012-01-18,2000.0
Whse_C,Product_0202,2012,1,3,2012-01-19,10.0
Whse_C,Product_0312,2012,1,3,2012-01-19,8.0
Whse_C,Product_0412,2012,1,3,2012-01-19,150.0
Whse_C,Product_0477,2012,1,3,2012-01-19,200.0
Whse_C,Product_0893,2012,1,3,2012-01-19,20.0
Whse_C,Product_0894,2012,1,3,2012-01-19,100.0
Whse_C,Product_1341,2012,1,3,2012-01-19,64000.0
Whse_C,Product_1350,2012,1,3,2012-01-19,19000.0
Whse_C,Product_1403,2012,1,3,2012-01-19,1000.0
Whse_C,Product_1570,2012,1,3,2012-01-19,35000.0
Whse_C,Product_1925,2012,1,3,2012-01-19,40.0
Whse_C,Product_2138,2012,1,3,2012-01-19,100.0
Whse_C,Product_2170,2012,1,3,2012-01-19,8.0
Whse_C,Product_0033,2012,1,3,2012-01-20,6000.0
Whse_C,Product_0038,2012,1,3,2012-01-20,500.0
Whse_C,Product_0195,2012,1,3,2012-01-20,1000.0
Whse_C,Product_0312,2012,1,3,2012-01-20,5.0
Whse_C,Product_0622,2012,1,3,2012-01-20,2.0
Whse_C,Product_1241,2012,1,3,2012-01-20,23000.0
Whse_C,Product_1247,2012,1,3,2012-01-20,30000.0
Whse_C,Product_1403,2012,1,3,2012-01-20,29000.0
Whse_C,Product_1431,2012,1,3,2012-01-20,1000.0
Whse_C,Product_1432,2012,1,3,2012-01-20,50000.0
Whse_C,Product_1480,2012,1,3,2012-01-20,50000.0
Whse_C,Product_1502,2012,1,3,2012-01-20,30000.0
Whse_C,Product_1600,2012,1,3,2012-01-20,1000.0
Whse_C,Product_1970,2012,1,3,2012-01-20,1000.0
Whse_C,Product_2170,2012,1,3,2012-01-20,5.0
Whse_C,Product_0012,2012,1,5,2012-01-30,1000.0
Whse_C,Product_0083,2012,1,5,2012-01-30,18000.0
Whse_C,Product_0094,2012,1,5,2012-01-30,16000.0
Whse_C,Product_0193,2012,1,5,2012-01-30,200.0
Whse_C,Product_0349,2012,1,5,2012-01-30,500.0
Whse_C,Product_0617,2012,1,5,2012-01-30,3.0
Whse_C,Product_0642,2012,1,5,2012-01-30,10.0
Whse_C,Product_0863,2012,1,5,2012-01-30,2000.0
Whse_C,Product_0872,2012,1,5,2012-01-30,160.0
Whse_C,Product_1247,2012,1,5,2012-01-30,46000.0
Whse_C,Product_1263,2012,1,5,2012-01-30,5000.0
Whse_C,Product_1264,2012,1,5,2012-01-30,5000.0
Whse_C,Product_1278,2012,1,5,2012-01-30,1000.0
Whse_C,Product_1281,2012,1,5,2012-01-30,32000.0
Whse_C,Product_1342,2012,1,5,2012-01-30,16000.0
Whse_C,Product_1350,2012,1,5,2012-01-30,1000.0
Whse_C,Product_1387,2012,1,5,2012-01-30,300.0
Whse_C,Product_1403,2012,1,5,2012-01-30,15000.0
Whse_C,Product_1404,2012,1,5,2012-01-30,2000.0
Whse_C,Product_1431,2012,1,5,2012-01-30,20000.0
Whse_C,Product_1439,2012,1,5,2012-01-30,10000.0
Whse_C,Product_1480,2012,1,5,2012-01-30,5000.0
Whse_C,Product_1485,2012,1,5,2012-01-30,16000.0
Whse_C,Product_1494,2012,1,5,2012-01-30,9200.0
Whse_C,Product_1520,2012,1,5,2012-01-30,1000.0
Whse_C,Product_1521,2012,1,5,2012-01-30,41000.0
Whse_C,Product_1528,2012,1,5,2012-01-30,1000.0
Whse_C,Product_1545,2012,1,5,2012-01-30,10600.0
Whse_C,Product_1904,2012,1,5,2012-01-30,4000.0
Whse_C,Product_2138,2012,1,5,2012-01-30,400.0
Whse_C,Product_2167,2012,1,5,2012-01-30,50.0
Whse_C,Product_0033,2012,1,5,2012-01-31,1000.0
Whse_C,Product_0083,2012,1,5,2012-01-31,91000.0
Whse_C,Product_0495,2012,1,5,2012-01-31,30.0
Whse_C,Product_0642,2012,1,5,2012-01-31,12.0
Whse_C,Product_1195,2012,1,5,2012-01-31,5000.0
Whse_C,Product_1263,2012,1,5,2012-01-31,90000.0
Whse_C,Product_1356,2012,1,5,2012-01-31,3000.0
Whse_C,Product_1393,2012,1,5,2012-01-31,4000.0
Whse_C,Product_1431,2012,1,5,2012-01-31,9000.0
Whse_C,Product_1450,2012,1,5,2012-01-31,6000.0
Whse_C,Product_1507,2012,1,5,2012-01-31,21500.0
Whse_C,Product_1570,2012,1,5,2012-01-31,38000.0
Whse_C,Product_1593,2012,1,5,2012-01-31,1000.0
Whse_C,Product_2021,2012,1,5,2012-01-31,5400.0
Whse_C,Product_0083,2012,2,5,2012-02-01,20000.0
Whse_C,Product_1270,2012,2,5,2012-02-01,5000.0
Whse_C,Product_1733,2012,2,5,2012-02-01,1500.0
Whse_C,Product_1740,2012,2,5,2012-02-01,1000.0
Whse_C,Product_0071,2012,2,5,2012-02-02,10000.0
Whse_C,Product_0094,2012,2,5,2012-02-02,50000.0
Whse_C,Product_0100,2012,2,5,2012-02-02,5000.0
Whse_C,Product_0202,2012,2,5,2012-02-02,360.0
Whse_C,Product_0312,2012,2,5,2012-02-02,15.0
Whse_C,Product_0349,2012,2,5,2012-02-02,20.0
Whse_C,Product_0443,2012,2,5,2012-02-02,2.0
Whse_C,Product_0471,2012,2,5,2012-02-02,17.0
Whse_C,Product_0608,2012,2,5,2012-02-02,50.0
Whse_C,Product_0615,2012,2,5,2012-02-02,3.0
Whse_C,Product_0620,2012,2,5,2012-02-02,7.0
Whse_C,Product_0642,2012,2,5,2012-02-02,11.0
Whse_C,Product_1216,2012,2,5,2012-02-02,1000.0
Whse_C,Product_1241,2012,2,5,2012-02-02,35000.0
Whse_C,Product_1263,2012,2,5,2012-02-02,2000.0
Whse_C,Product_1264,2012,2,5,2012-02-02,56000.0
Whse_C,Product_1278,2012,2,5,2012-02-02,1000.0
Whse_C,Product_1341,2012,2,5,2012-02-02,40000.0
Whse_C,Product_1342,2012,2,5,2012-02-02,1000.0
Whse_C,Product_1403,2012,2,5,2012-02-02,15000.0
Whse_C,Product_1450,2012,2,5,2012-02-02,3000.0
Whse_C,Product_1480,2012,2,5,2012-02-02,13000.0
Whse_C,Product_1502,2012,2,5,2012-02-02,44000.0
Whse_C,Product_1507,2012,2,5,2012-02-02,1500.0
Whse_C,Product_1581,2012,2,5,2012-02-02,4000.0
Whse_C,Product_1823,2012,2,5,2012-02-02,10000.0
Whse_C,Product_1835,2012,2,5,2012-02-02,5000.0
Whse_C,Product_2170,2012,2,5,2012-02-02,20.0
Whse_C,Product_0002,2012,2,5,2012-02-03,7000.0
Whse_C,Product_0033,2012,2,5,2012-02-03,10500.0
Whse_C,Product_0038,2012,2,5,2012-02-03,2000.0
Whse_C,Product_0063,2012,2,5,2012-02-03,2000.0
Whse_C,Product_0083,2012,2,5,2012-02-03,1000.0
Whse_C,Product_0094,2012,2,5,2012-02-03,20000.0
Whse_C,Product_0349,2012,2,5,2012-02-03,65.0
Whse_C,Product_0477,2012,2,5,2012-02-03,600.0
Whse_C,Product_0620,2012,2,5,2012-02-03,5.0
Whse_C,Product_0642,2012,2,5,2012-02-03,3.0
Whse_C,Product_1195,2012,2,5,2012-02-03,15000.0
Whse_C,Product_1198,2012,2,5,2012-02-03,2000.0
Whse_C,Product_1245,2012,2,5,2012-02-03,10000.0
Whse_C,Product_1264,2012,2,5,2012-02-03,3000.0
Whse_C,Product_1341,2012,2,5,2012-02-03,15000.0
Whse_C,Product_1342,2012,2,5,2012-02-03,3000.0
Whse_C,Product_1350,2012,2,5,2012-02-03,27000.0
Whse_C,Product_1356,2012,2,5,2012-02-03,3000.0
Whse_C,Product_1407,2012,2,5,2012-02-03,29000.0
Whse_C,Product_1432,2012,2,5,2012-02-03,25000.0
Whse_C,Product_1439,2012,2,5,2012-02-03,7000.0
Whse_C,Product_1479,2012,2,5,2012-02-03,8000.0
Whse_C,Product_1520,2012,2,5,2012-02-03,3000.0
Whse_C,Product_1587,2012,2,5,2012-02-03,3000.0
Whse_C,Product_1593,2012,2,5,2012-02-03,11000.0
Whse_C,Product_1600,2012,2,5,2012-02-03,3000.0
Whse_C,Product_1823,2012,2,5,2012-02-03,35000.0
Whse_C,Product_1980,2012,2,5,2012-02-03,15000.0
Whse_C,Product_1991,2012,2,5,2012-02-03,100.0
Whse_C,Product_2003,2012,2,5,2012-02-03,300.0
Whse_C,Product_0021,2012,2,6,2012-02-06,5000.0
Whse_C,Product_0083,2012,2,6,2012-02-06,15000.0
Whse_C,Product_0100,2012,2,6,2012-02-06,3000.0
Whse_C,Product_0191,2012,2,6,2012-02-06,500.0
Whse_C,Product_0194,2012,2,6,2012-02-06,596.0
Whse_C,Product_0195,2012,2,6,2012-02-06,480.0
Whse_C,Product_0202,2012,2,6,2012-02-06,10.0
Whse_C,Product_0349,2012,2,6,2012-02-06,4.0
Whse_C,Product_0453,2012,2,6,2012-02-06,60.0
Whse_C,Product_0471,2012,2,6,2012-02-06,70.0
Whse_C,Product_0891,2012,2,6,2012-02-06,100.0
Whse_C,Product_0892,2012,2,6,2012-02-06,250.0
Whse_C,Product_0893,2012,2,6,2012-02-06,80.0
Whse_C,Product_0894,2012,2,6,2012-02-06,400.0
Whse_C,Product_0895,2012,2,6,2012-02-06,18.0
Whse_C,Product_1247,2012,2,6,2012-02-06,12000.0
Whse_C,Product_1263,2012,2,6,2012-02-06,60000.0
Whse_C,Product_1264,2012,2,6,2012-02-06,11000.0
Whse_C,Product_1270,2012,2,6,2012-02-06,5000.0
Whse_C,Product_1278,2012,2,6,2012-02-06,2000.0
Whse_C,Product_1281,2012,2,6,2012-02-06,20000.0
Whse_C,Product_1341,2012,2,6,2012-02-06,125000.0
Whse_C,Product_1342,2012,2,6,2012-02-06,6000.0
Whse_C,Product_1350,2012,2,6,2012-02-06,1000.0
Whse_C,Product_1466,2012,2,6,2012-02-06,5000.0
Whse_C,Product_1485,2012,2,6,2012-02-06,8000.0
Whse_C,Product_1502,2012,2,6,2012-02-06,20000.0
Whse_C,Product_1521,2012,2,6,2012-02-06,4000.0
Whse_C,Product_1740,2012,2,6,2012-02-06,11000.0
Whse_C,Product_1792,2012,2,6,2012-02-06,1.0
Whse_C,Product_1886,2012,2,6,2012-02-06,300.0
Whse_C,Product_1942,2012,2,6,2012-02-06,30.0
Whse_C,Product_2138,2012,2,6,2012-02-06,110.0
Whse_C,Product_0215,2012,2,6,2012-02-07,2000.0
Whse_C,Product_0342,2012,2,6,2012-02-07,15.0
Whse_C,Product_0463,2012,2,6,2012-02-07,30.0
Whse_C,Product_0495,2012,2,6,2012-02-07,105.0
Whse_C,Product_0608,2012,2,6,2012-02-07,50.0
Whse_C,Product_0639,2012,2,6,2012-02-07,20.0
Whse_C,Product_0905,2012,2,6,2012-02-07,1200.0
Whse_C,Product_0940,2012,2,6,2012-02-07,500.0
Whse_C,Product_1216,2012,2,6,2012-02-07,10000.0
Whse_C,Product_1227,2012,2,6,2012-02-07,2000.0
Whse_C,Product_1238,2012,2,6,2012-02-07,1750.0
Whse_C,Product_1241,2012,2,6,2012-02-07,23000.0
Whse_C,Product_1247,2012,2,6,2012-02-07,65000.0
Whse_C,Product_1264,2012,2,6,2012-02-07,2000.0
Whse_C,Product_1270,2012,2,6,2012-02-07,5000.0
Whse_C,Product_1341,2012,2,6,2012-02-07,5000.0
Whse_C,Product_1342,2012,2,6,2012-02-07,65000.0
Whse_C,Product_1439,2012,2,6,2012-02-07,4000.0
Whse_C,Product_1520,2012,2,6,2012-02-07,2000.0
Whse_C,Product_1794,2012,2,6,2012-02-07,14.0
Whse_C,Product_0191,2012,2,6,2012-02-08,818.0
Whse_C,Product_0192,2012,2,6,2012-02-08,160.0
Whse_C,Product_0194,2012,2,6,2012-02-08,430.0
Whse_C,Product_0202,2012,2,6,2012-02-08,100.0
Whse_C,Product_0288,2012,2,6,2012-02-08,20.0
Whse_C,Product_0312,2012,2,6,2012-02-08,1.0
Whse_C,Product_0349,2012,2,6,2012-02-08,51.0
Whse_C,Product_0642,2012,2,6,2012-02-08,20.0
Whse_C,Product_0658,2012,2,6,2012-02-08,1.0
Whse_C,Product_0664,2012,2,6,2012-02-08,10.0
Whse_C,Product_0889,2012,2,6,2012-02-08,40.0
Whse_C,Product_1238,2012,2,6,2012-02-08,1000.0
Whse_C,Product_1342,2012,2,6,2012-02-08,3000.0
Whse_C,Product_1356,2012,2,6,2012-02-08,3000.0
Whse_C,Product_1480,2012,2,6,2012-02-08,1000.0
Whse_C,Product_1587,2012,2,6,2012-02-08,1000.0
Whse_C,Product_1766,2012,2,6,2012-02-08,2000.0
Whse_C,Product_1847,2012,2,6,2012-02-08,100.0
Whse_C,Product_1904,2012,2,6,2012-02-08,3000.0
Whse_C,Product_2138,2012,2,6,2012-02-08,10.0
Whse_C,Product_2166,2012,2,6,2012-02-08,5.0
Whse_C,Product_2167,2012,2,6,2012-02-08,8.0
Whse_C,Product_0008,2012,2,6,2012-02-09,2000.0
Whse_C,Product_0195,2012,2,6,2012-02-09,120.0
Whse_C,Product_0387,2012,2,6,2012-02-09,2000.0
Whse_C,Product_0443,2012,2,6,2012-02-09,4.0
Whse_C,Product_0477,2012,2,6,2012-02-09,3600.0
Whse_C,Product_0608,2012,2,6,2012-02-09,2.0
Whse_C,Product_1166,2012,2,6,2012-02-09,45000.0
Whse_C,Product_1238,2012,2,6,2012-02-09,1000.0
Whse_C,Product_1341,2012,2,6,2012-02-09,5000.0
Whse_C,Product_1344,2012,2,6,2012-02-09,7000.0
