Unnamed: 0,product_code,warehouse,year,month,week,date,order_demand,storage,mu,mu_a,pi,pir,provedor
6236,94,Whse_C,2016,9,35,01/09/2016,2000,4.091638480369101e+21,33346.944718907434,5996.735451660698,4.091638480369101e+21,4.091638480369101e+21,Proveedor-0094
6051,94,Whse_C,2012,11,44,01/11/2012,50000,31596.382114921587,31596.382114921587,47653.5387196525,52760.54268276176,52760.54268276176,Proveedor-0094
4617,83,Whse_C,2012,11,44,01/11/2012,60000,14221.551390120583,14221.551390120583,54163.24780224037,66866.76729148191,66866.76729148191,Proveedor-0083
3830,38,Whse_C,2013,11,44,01/11/2013,500,3419.928335129507,3419.928335129508,872.2908627290124,62.01074973057485,62.01074973057485,Proveedor-0038
6104,94,Whse_C,2013,11,44,01/11/2013,50000,44186.81521666873,44186.81521666873,49258.81894012526,50871.97771749969,50871.97771749969,Proveedor-0094
1342,33,Whse_C,2016,11,44,01/11/2016,500,437429608174.5111,5977.018324860658,1198.319836419734,437429602519.0455,437429602519.0455,Proveedor-0033
6193,94,Whse_C,2015,12,49,01/12/2015,1000,465227430.0370708,38677.121156315865,5803.832947430273,465193404.4840879,465193404.4840879,Proveedor-0094
6242,94,Whse_C,2016,12,48,01/12/2016,50000,2.6186486274362243e+23,26008.005017059582,46941.020639675095,2.6186486274362243e+23,2.6186486274362243e+23,Proveedor-0094
3933,38,Whse_C,2016,12,48,01/12/2016,2000,2153.3552927807004,2153.355293,2019.5527998295397,1976.9967060828944,1976.9967060828944,Proveedor-0038
35,12,Whse_C,2014,1,1,02/01/2014,2000,1430.1285146867806,1430.1285146867806,1927.3413856225643,2085.480722796983,2085.480722796983,Proveedor-0012
5725,93,Whse_C,2014,1,1,02/01/2014,30000,24967.78321,24967.78321,29358.39235908429,30754.832518724368,30754.832518724368,Proveedor-0093
1210,33,Whse_C,2014,1,1,02/01/2014,17000,4105.120095736995,3903.784418588213,15330.232513369998,18763.096660062987,18763.096660062987,Proveedor-0033
3938,71,Whse_C,2012,2,5,02/02/2012,10000,36420.25862068965,36420.25862068966,13368.582974137931,6036.961206896558,6036.961206896558,Proveedor-0071
6342,100,Whse_C,2012,2,5,02/02/2012,5000,9295.3125,9295.3125,5547.652344,4355.703125,4355.703125,Proveedor-0100
6017,94,Whse_C,2012,2,5,02/02/2012,50000,28844.54881974249,28844.54881974249,47302.67997451717,53173.31767703863,53173.31767703863,Proveedor-0094
6156,94,Whse_C,2015,2,6,02/02/2015,100000,31008.70265930561,31008.70265930561,91203.60958906148,110348.69460110416,110348.69460110416,Proveedor-0094
6021,94,Whse_C,2012,3,9,02/03/2012,80000,29967.97226,29967.97226,73620.91646344781,87504.80416064966,87504.80416064966,Proveedor-0094
5744,93,Whse_C,2015,3,10,02/03/2015,20000,13619.924995083247,13619.924995083247,19186.540436873114,20957.011250737512,20957.011250737512,Proveedor-0093
64,12,Whse_C,2015,3,10,02/03/2015,1000,1805.1874575240004,1805.1874575240004,1102.66140083431,879.2218813713998,879.2218813713998,Proveedor-0012
6503,116,Whse_C,2016,3,9,02/03/2016,120,61.31226622232575,61.31226622232575,112.51731394334654,128.80316006665117,128.80316006665117,Proveedor-0116
4801,83,Whse_C,2016,3,9,02/03/2016,10000,5.319363457135984e+21,28972.827653207,12419.035525783893,5.319363457135984e+21,5.319363457135984e+21,Proveedor-0083
4643,83,Whse_C,2013,4,14,02/04/2013,1000,15837.667361154918,15837.667361154918,2891.8025885472525,1225.6501041732372,1225.6501041732372,Proveedor-0083
40,12,Whse_C,2014,4,14,02/04/2014,1000,1854.3762445242592,1854.3762445242592,1108.932971176843,871.8435633,871.8435633,Proveedor-0012
3838,38,Whse_C,2014,4,14,02/04/2014,3000,3324.1230375377504,3324.1230375377504,3041.3256872860634,2951.381544369337,2951.381544369337,Proveedor-0038
6410,100,Whse_C,2015,4,14,02/04/2015,10000,10319.830458414155,10319.830458414155,10040.778383447803,9952.025431237877,9952.025431237877,Proveedor-0100
6510,116,Whse_C,2016,6,22,02/06/2016,36,70.96572218772803,70.96572218772803,40.45812957893532,30.75514167184079,30.75514167184079,Proveedor-0116
1179,33,Whse_C,2013,7,27,02/07/2013,11500,3592.681022371554,3592.681022371554,10491.816830352373,12686.097846644268,12686.097846644268,Proveedor-0033
6490,116,Whse_C,2015,7,27,02/07/2015,126,111.43708388128942,111.43708388128942,124.1432281948644,128.18443741780658,128.18443741780658,Proveedor-0116
6356,100,Whse_C,2012,8,31,02/08/2012,3000,4395.1534920952045,4395.1534920952045,3177.882070242139,2790.72697618572,2790.72697618572,Proveedor-0100
4611,83,Whse_C,2012,8,31,02/08/2012,10000,23804.840452976743,23804.840452976743,11760.117157754536,7929.273932053489,7929.273932053489,Proveedor-0083
6042,94,Whse_C,2012,8,31,02/08/2012,75000,34776.57207530132,34776.57207530132,69871.51293960091,81033.51418870481,81033.51418870481,Proveedor-0094
6454,116,Whse_C,2013,8,31,02/08/2013,120,242.24153279234025,199.91765467259933,130.18950097075643,65.68847367936917,65.68847367936917,Proveedor-0116
1183,33,Whse_C,2013,8,31,02/08/2013,1500,4328.267572934341,4328.267572934341,1860.6041155491284,1075.759864059849,1075.759864059849,Proveedor-0033
4014,71,Whse_C,2015,9,36,02/09/2015,49000,10328827.125273362,11838.62890857372,44261.92518584315,10262414.290701076,10262414.290701076,Proveedor-0071
73,12,Whse_C,2015,9,36,02/09/2015,1000,1765.3249529488078,1765.3249529488078,1097.5789315009729,885.2012570576787,885.2012570576787,Proveedor-0012
6185,94,Whse_C,2015,11,45,02/11/2015,35000,1935163.2309749168,18663.53956510598,32917.101294551016,1879049.2223445768,1879049.2223445768,Proveedor-0094
3880,38,Whse_C,2015,11,45,02/11/2015,2000,7372.893505797359,7372.893505797359,2685.043921989163,1194.0659741303962,1194.0659741303962,Proveedor-0038
4832,83,Whse_C,2016,11,44,02/11/2016,21000,1.1423246041968274e+31,23640.65727208277,21336.683802190557,1.1423246041968274e+31,1.1423246041968274e+31,Proveedor-0083
3928,38,Whse_C,2016,11,44,02/11/2016,1000,2161.635951295264,2161.635951295264,1148.1085837901462,825.7546073057104,825.7546073057104,Proveedor-0038
6194,94,Whse_C,2015,12,49,02/12/2015,50000,930419834.5211588,33025.55298286848,47835.75800531573,930334262.8011231,930334262.8011231,Proveedor-0094
6420,100,Whse_C,2015,12,49,02/12/2015,50000,6346.387443,6346.387443,44434.16439897031,56548.04188356434,56548.04188356434,Proveedor-0100
1090,33,Whse_C,2012,1,1,03/01/2012,1000,1300.0,4700.381679389313,1471.798664122137,3845.324427480916,3845.324427480916,Proveedor-0033
6341,100,Whse_C,2012,1,1,03/01/2012,3000,3900.0,10406.25,3944.296875,8395.3125,8395.3125,Proveedor-0100
4587,83,Whse_C,2012,2,5,03/02/2012,1000,32609.878128951143,32609.878128951143,5030.259461441272,3741.481719342672,3741.481719342672,Proveedor-0083
1097,33,Whse_C,2012,2,5,03/02/2012,10500,3171.322982745408,3171.322982745408,9565.59368,11599.30155258819,11599.30155258819,Proveedor-0033
6018,94,Whse_C,2012,2,5,03/02/2012,20000,32017.866496781116,32017.866496781116,21532.277978339596,18197.320025482837,18197.320025482837,Proveedor-0094
3802,38,Whse_C,2012,2,5,03/02/2012,2000,2406.450729927007,2406.450729927007,2051.8224680656936,1939.032390510949,1939.032390510949,Proveedor-0038
4799,83,Whse_C,2016,2,5,03/02/2016,60000,1.329840864283996e+21,27436.43965841799,55848.14606,1.329840864283996e+21,1.329840864283996e+21,Proveedor-0083
3896,38,Whse_C,2016,2,5,03/02/2016,15000,3303.4949109543422,3303.4949109543422,13508.69560114668,16754.475763356848,16754.475763356848,Proveedor-0038
6204,94,Whse_C,2016,2,5,03/02/2016,3500,952658876548.9698,27224.13588761212,6524.827325670545,952658849383.4543,952658849383.4543,Proveedor-0094
4029,71,Whse_C,2016,2,5,03/02/2016,20000,336112362942.54346,24729.51596709535,20603.013285804656,336112318922.4549,336112318922.4549,Proveedor-0071
5727,93,Whse_C,2014,3,10,03/03/2014,10000,26364.22336814428,26364.22336814428,12086.438479438397,7545.366494778358,7545.366494778358,Proveedor-0093
4750,83,Whse_C,2015,3,10,03/03/2015,30000,2425311.904298693,14909.802859954698,28075.999864644225,2378138.5718677314,2378138.5718677314,Proveedor-0083
3899,38,Whse_C,2016,3,9,03/03/2016,1000,4209.383812189835,4209.383812189835,1409.1964360542042,518.5924281715247,518.5924281715247,Proveedor-0038
4802,83,Whse_C,2016,3,9,03/03/2016,50000,1.0638726914271967e+22,26126.903505225942,46956.18019691631,1.0638726914271967e+22,1.0638726914271967e+22,Proveedor-0083
4031,71,Whse_C,2016,3,9,03/03/2016,40000,1344449176462.9214,29267.07528622639,38631.55209899387,1344449105585.9077,1344449105585.9077,Proveedor-0071
6072,94,Whse_C,2013,4,14,03/04/2013,2500,15573.794132041086,15573.794132041086,4166.908751835239,538.9308801938369,538.9308801938369,Proveedor-0094
1162,33,Whse_C,2013,4,14,03/04/2013,1500,4306.848201998646,4306.848201998646,1857.8731457548276,1078.9727697002031,1078.9727697002031,Proveedor-0033
6506,116,Whse_C,2016,5,18,03/05/2016,18,80.35839549,80.35839549,25.95069542545769,8.646240675932134,8.646240675932134,Proveedor-0116
3960,71,Whse_C,2013,6,23,03/06/2013,30000,27518.77371355923,27518.77371355923,29683.643648478803,30372.18394296612,30372.18394296612,Proveedor-0071
4649,83,Whse_C,2013,6,23,03/06/2013,10000,14915.72124576445,14915.72124576445,10626.754458834966,9262.641813135331,9262.641813135331,Proveedor-0083
1232,33,Whse_C,2014,6,23,03/06/2014,500,4992.334719228484,4992.334719228484,1072.7726767016316,173.8502079,173.8502079,Proveedor-0033
4701,83,Whse_C,2014,6,23,03/06/2014,30000,36397.92343554319,36397.92343554319,30815.73523803176,29040.31148466852,29040.31148466852,Proveedor-0083
6387,100,Whse_C,2014,6,23,03/06/2014,6000,28389.218161949684,15351.004831701195,7192.253116041902,8440.864055003669,8440.864055003669,Proveedor-0100
6130,94,Whse_C,2014,6,23,03/06/2014,60000,30580.7447,26081.419994317017,55675.38104927542,60588.46229697586,60588.46229697586,Proveedor-0094
44,12,Whse_C,2014,6,23,03/06/2014,1000,1445.9897394931916,1445.9897394931916,1056.863691785382,933.1015390760213,933.1015390760213,Proveedor-0012
6223,94,Whse_C,2016,6,22,03/06/2016,50000,4.99467587935794e+17,34755.404021076974,48056.31401268732,4.994675879357069e+17,4.994675879357069e+17,Proveedor-0094
4817,83,Whse_C,2016,6,22,03/06/2016,2000,3.486098035268638e+26,47109.975179074376,7751.521835331983,3.486098035268638e+26,3.486098035268638e+26,Proveedor-0083
1118,33,Whse_C,2012,7,27,03/07/2012,1500,3720.056908894085,3619.172497878236,1770.194493479475,1081.2397143024157,1081.2397143024157,Proveedor-0033
6038,94,Whse_C,2012,7,27,03/07/2012,2000,27737.617270485407,27737.617270485407,5281.546202,1860.64259057281,1860.64259057281,Proveedor-0094
4708,83,Whse_C,2014,7,27,03/07/2014,20000,49178.70318764537,24450.58143163781,20567.44913253382,5395.708970753236,5395.708970753236,Proveedor-0083
6170,94,Whse_C,2015,7,27,03/07/2015,4000,59213.81010847335,59213.81010847335,11039.760788830354,4282.071516271004,4282.071516271004,Proveedor-0094
6043,94,Whse_C,2012,8,31,03/08/2012,22000,40810.08626400613,40810.08626400613,24398.28599866078,19178.48706039908,19178.48706039908,Proveedor-0094
6175,94,Whse_C,2015,8,32,03/08/2015,40000,47963.972057376704,42842.93586849582,40362.47432323322,34452.52343084474,34452.52343084474,Proveedor-0094
6491,116,Whse_C,2015,8,32,03/08/2015,18,113.6215213,113.62152129909602,30.191743965634743,3.656771805135605,3.656771805135605,Proveedor-0116
4037,71,Whse_C,2016,8,31,03/08/2016,9000,86044741134226.62,42845.27826796069,13315.272979164987,86044741087458.14,86044741087458.14,Proveedor-0071
6232,94,Whse_C,2016,8,31,03/08/2016,100000,2.557274050230689e+20,14719.7849046969,89126.77257534885,2.557274050230688e+20,2.557274050230688e+20,Proveedor-0094
4823,83,Whse_C,2016,8,31,03/08/2016,100000,2.2311027425719285e+28,29621.655288643666,91026.76104930206,2.2311027425719285e+28,2.2311027425719285e+28,Proveedor-0083
3963,71,Whse_C,2013,9,36,03/09/2013,29000,33613.71690683956,33613.71690683956,29588.248905622044,28307.94246397407,28307.94246397407,Proveedor-0071
56,12,Whse_C,2014,11,45,03/11/2014,2000,1576.537089718228,1576.537089718228,1946.0084789390744,2063.519436542266,2063.519436542266,Proveedor-0012
6056,94,Whse_C,2012,12,49,03/12/2012,2500,34698.71843237961,25423.02635017069,5422.685859646765,10214.14603473452,10214.14603473452,Proveedor-0094
1145,33,Whse_C,2012,12,49,03/12/2012,10000,4149.692573303775,4149.692573303776,9254.085803096232,10877.546114004435,10877.546114004435,Proveedor-0033
31,12,Whse_C,2013,12,49,03/12/2013,1000,1823.9911201959376,1823.9911201959376,1105.058867824982,876.4013319706094,876.4013319706094,Proveedor-0012
3171,36,Whse_C,2014,12,49,03/12/2014,500,1452.6200361206968,1452.6200361206968,621.4590546053888,357.1069945818954,357.1069945818954,Proveedor-0036
3852,38,Whse_C,2014,12,49,03/12/2014,500,3765.576932140444,3765.576932140444,916.3610588479066,10.163460178933292,10.163460178933292,Proveedor-0038
3886,38,Whse_C,2015,12,49,03/12/2015,500,3899.796370716182,3899.796370716182,933.4740372663132,9.969455607427337,9.969455607427337,Proveedor-0038
4581,83,Whse_C,2012,1,1,04/01/2012,15000,19500.0,28080.459770114943,16667.758620689656,21618.3908,21618.3908,Proveedor-0083
6014,94,Whse_C,2012,1,1,04/01/2012,50000,65000.0,29669.527896995707,47407.86480686696,17719.09871244635,17719.09871244635,Proveedor-0094
1299,33,Whse_C,2016,1,1,04/01/2016,12500,3701.187996198144,3701.187996198144,11378.151469515264,13819.821800570278,13819.821800570278,Proveedor-0033
1152,33,Whse_C,2013,2,6,04/02/2013,10000,4130.995980315869,4130.995980315869,9251.701987490273,10880.35060295262,10880.35060295262,Proveedor-0033
3953,71,Whse_C,2013,2,6,04/02/2013,20000,22220.10162165685,22220.10162165685,20283.06295676125,19666.984756751477,19666.984756751477,Proveedor-0071
61,12,Whse_C,2015,2,6,04/02/2015,1000,1334.1135070612663,1334.1135070612663,1042.5994721503116,949.8829739,949.8829739,Proveedor-0012
5764,93,Whse_C,2016,2,5,04/02/2016,25000,13581.259884204645,12212.23556658604,23369.56003473972,25549.14034739349,25549.14034739349,Proveedor-0093
6205,94,Whse_C,2016,2,5,04/02/2016,40000,1905317722432.4243,23665.5155,37917.35322681996,1905317656316.736,1905317656316.736,Proveedor-0094
1157,33,Whse_C,2013,3,10,04/03/2013,1000,4946.822987382297,4946.822987382297,1503.2199308912427,407.9765518926552,407.9765518926552,Proveedor-0033
1219,33,Whse_C,2014,3,10,04/03/2014,2000,5646.963417,5646.963417,2464.9878356698537,1452.9554874472306,1452.9554874472306,Proveedor-0033
4002,71,Whse_C,2015,3,10,04/03/2015,1000,25863.84143838873,25863.84143838873,4170.139783394563,2729.576215758312,2729.576215758312,Proveedor-0071
4751,83,Whse_C,2015,3,10,04/03/2015,10000,4773450.476166424,17173.332430961495,10914.59988494759,4747353.143600107,4747353.143600107,Proveedor-0083
6505,116,Whse_C,2016,4,14,04/04/2016,96,77.59811234563035,77.59811234563035,93.65375932406786,98.76028314815544,98.76028314815544,Proveedor-0116
4597,83,Whse_C,2012,5,18,04/05/2012,2000,28140.092450674754,24277.45963745525,4840.376103775545,5204.251758837792,5204.251758837792,Proveedor-0083
1110,33,Whse_C,2012,5,18,04/05/2012,2000,4803.377054188321,4803.377054188321,2357.430574409011,1579.493441871752,1579.493441871752,Proveedor-0033
6369,100,Whse_C,2013,6,23,04/06/2013,2000,3364.8244155614525,3364.8244155614525,2174.015112984085,1795.2763376657822,1795.2763376657822,Proveedor-0100
4650,83,Whse_C,2013,6,23,04/06/2013,60000,14178.363058899782,14178.363058899782,54157.741290009726,66873.24554116503,66873.24554116503,Proveedor-0083
4034,71,Whse_C,2016,7,27,04/07/2016,1000,10755592757690.75,31413.64261015378,4877.739432794608,10755592729839.154,10755592729839.154,Proveedor-0071
3915,38,Whse_C,2016,7,27,04/07/2016,7000,2807.2957544740216,2807.2957544740216,6465.430208695438,7628.905636828897,7628.905636828897,Proveedor-0038
95,12,Whse_C,2016,7,27,04/07/2016,2000,1339.3372641322642,1339.3372641322642,1915.765501176864,2099.0994103801604,2099.0994103801604,Proveedor-0012
1326,33,Whse_C,2016,7,27,04/07/2016,500,6680700.566579232,3957.560116308069,940.8389148292788,6676761.64,6676761.64,Proveedor-0033
6476,116,Whse_C,2014,8,32,04/08/2014,120,110.47231400284184,92.08823209,116.44124959135478,105.80268327285664,105.80268327285664,Proveedor-0116
5733,93,Whse_C,2014,8,32,04/08/2014,1000,24841.30422937492,24841.30422937492,4039.766289245303,2576.1956344062382,2576.1956344062382,Proveedor-0093
6140,94,Whse_C,2014,8,32,04/08/2014,2000,36877.49982344202,32474.67378254411,5885.520907274374,6974.027108,6974.027108,Proveedor-0094
6492,116,Whse_C,2015,8,32,04/08/2015,36,99.2782931042316,99.2782931042316,44.06798237078953,26.50825603436526,26.50825603436526,Proveedor-0116
1284,33,Whse_C,2015,8,32,04/08/2015,500,5444.126472,5444.126472285451,1130.3761252163952,241.61897084281645,241.61897084281645,Proveedor-0033
3827,38,Whse_C,2013,9,36,04/09/2013,5000,1828.7047997223824,1828.7047997223824,4595.659861964604,5475.694280041642,5475.694280041642,Proveedor-0038
4661,83,Whse_C,2013,9,36,04/09/2013,23000,31133.71507,31133.715068084995,24037.04867118084,21779.94273978725,21779.94273978725,Proveedor-0083
6095,94,Whse_C,2013,9,36,04/09/2013,2500,31550.568824137285,31550.56882413728,6203.947525077504,1857.5853236205949,1857.5853236205949,Proveedor-0094
1246,33,Whse_C,2014,9,36,04/09/2014,6000,3902.5255753341794,3902.5255753341794,5732.572010855108,6314.621163699872,6314.621163699872,Proveedor-0033
6480,116,Whse_C,2014,9,36,04/09/2014,30,106.47163270193828,106.47163270193832,39.75013316949714,18.529255094709285,18.529255094709285,Proveedor-0116
3846,38,Whse_C,2014,9,36,04/09/2014,2000,3051.398966832167,3051.398966832167,2134.053368271101,1842.290154975175,1842.290154975175,Proveedor-0038
3949,71,Whse_C,2012,11,44,04/11/2012,30000,48194.110622152126,26432.94811442745,29545.20088,8773.895275111208,8773.895275111208,Proveedor-0071
1199,33,Whse_C,2013,11,45,04/11/2013,8000,4183.098529751928,4183.098529751928,7513.345062543371,8572.535220537211,8572.535220537211,Proveedor-0033
6105,94,Whse_C,2013,11,45,04/11/2013,5000,45058.79293416842,45058.79293416842,10107.496099106473,1008.8189401252675,1008.8189401252675,Proveedor-0094
4788,83,Whse_C,2015,11,45,04/11/2015,50000,6.493363595137663e+17,32820.77895815858,47809.64931716522,6.493363595136808e+17,6.493363595136808e+17,Proveedor-0083
78,12,Whse_C,2015,11,45,04/11/2015,1000,1489.5787474121985,1489.5787474121985,1062.421290295055,926.5631878881704,926.5631878881704,Proveedor-0012
5759,93,Whse_C,2015,11,45,04/11/2015,17250,12332.561222330743,9984.936555635766,16323.70441084356,15992.134849959655,15992.134849959655,Proveedor-0093
6186,94,Whse_C,2015,11,45,04/11/2015,71000,3779212.4533194937,21114.00863034009,64639.536100368365,3679615.5459837047,3679615.5459837047,Proveedor-0094
3881,38,Whse_C,2015,11,45,04/11/2015,5000,6566.959479927756,6566.959479927756,5199.787333690789,4764.956078010837,4764.956078010837,Proveedor-0038
1343,33,Whse_C,2016,11,44,04/11/2016,3000,874859210193.5565,5155.465576131559,3274.821860956774,874859202361.4108,874859202361.4108,Proveedor-0033
3172,36,Whse_C,2014,12,49,04/12/2014,1500,1309.7270307025922,1309.7270307025922,1475.7401964145806,1528.540945394611,1528.540945394611,Proveedor-0036
1256,33,Whse_C,2014,12,49,04/12/2014,5500,4964.4684587824295,4964.4684587824295,5431.719728,5580.329731182635,5580.329731182635,Proveedor-0033
3162,36,Whse_C,2013,2,6,05/02/2013,500,928.8529519717262,928.8529519717262,554.6787513763951,435.6720572,435.6720572,Proveedor-0036
6363,100,Whse_C,2013,2,6,05/02/2013,1000,5613.8354942012975,5613.835494201298,1588.2640255106658,307.9246758698064,307.9246758698064,Proveedor-0100
4631,83,Whse_C,2013,2,6,05/02/2013,9000,24936.02880492905,24936.02880492905,11031.843672628454,6609.595679260645,6609.595679260645,Proveedor-0083
4000,71,Whse_C,2015,2,6,05/02/2015,20000,31230.230364551884,31230.23036455188,21431.854371480367,18315.46544531721,18315.46544531721,Proveedor-0071
4748,83,Whse_C,2015,2,6,05/02/2015,20000,647061.1931778705,12954.744442843874,19101.729916462595,613049.6604014531,613049.6604014531,Proveedor-0083
62,12,Whse_C,2015,2,6,05/02/2015,1000,1283.9964810020765,1283.9964810020765,1036.2095513277648,957.4005278496884,957.4005278496884,Proveedor-0012
6065,94,Whse_C,2013,3,10,05/03/2013,50000,16843.362260940467,16843.362260940467,45772.52868826991,54973.49566085893,54973.49566085893,Proveedor-0094
4635,83,Whse_C,2013,3,10,05/03/2013,50000,16729.206636352992,16729.206636352992,45757.973846135006,54990.61900454705,54990.61900454705,Proveedor-0083
15,12,Whse_C,2013,3,10,05/03/2013,1000,2337.914724378161,2337.914724378161,1170.5841273582157,799.3127913432759,799.3127913432759,Proveedor-0012
6122,94,Whse_C,2014,3,10,05/03/2014,2000,36073.36323714761,18288.996585039906,4076.847064592588,18227.716139863693,18227.716139863693,Proveedor-0094
1220,33,Whse_C,2014,3,10,05/03/2014,20000,5099.9189044656905,5099.9189044656905,18100.239660319377,22235.012164330143,22235.012164330143,Proveedor-0033
1106,33,Whse_C,2012,4,14,05/04/2012,7000,7235.093787200418,7086.808451409004,7011.068077554648,6838.693396497236,6838.693396497236,Proveedor-0033
6024,94,Whse_C,2012,4,14,05/04/2012,1000,34701.58096560692,34701.58096560692,5296.951573114883,4055.2371448410377,4055.2371448410377,Proveedor-0094
4644,83,Whse_C,2013,4,14,05/04/2013,10000,16063.317465328157,13612.01725698168,10460.532200265165,7006.897203106273,7006.897203106273,Proveedor-0083
4810,83,Whse_C,2016,4,14,05/04/2016,100000,2.723514090053624e+24,39998.24439948706,92349.77616,2.723514090053624e+24,2.723514090053624e+24,Proveedor-0083
6472,116,Whse_C,2014,5,19,05/05/2014,120,127.20581810860884,127.20581810860884,120.91874180884764,118.91912728370868,118.91912728370868,Proveedor-0116
6127,94,Whse_C,2014,5,19,05/05/2014,45000,14939.214320076562,14939.214320076562,41167.24982580976,49509.117851988514,49509.117851988514,Proveedor-0094
4696,83,Whse_C,2014,5,19,05/05/2014,63000,31899.188434989024,31899.188434989024,59034.64653,67665.12173475165,67665.12173475165,Proveedor-0083
4758,83,Whse_C,2015,5,19,05/05/2015,74000,604888397.5,26594.864070866097,67955.84516903543,604780691.8939478,604780691.8939478,Proveedor-0083
6220,94,Whse_C,2016,5,18,05/05/2016,110000,6.243344849212941e+16,22318.99698119596,98820.67211510248,6.243344849198394e+16,6.243344849198394e+16,Proveedor-0094
1314,33,Whse_C,2016,5,18,05/05/2016,2000,14894.699293736709,11878.69078232713,3259.5330747467096,2497.8121287586478,2497.8121287586478,Proveedor-0033
